WINNER,CRIMINALCASES,AGE,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,"OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,CATEGORY,EDUCATION
0,0.0,36.0,101166000,0.0,18797,91.0,18888,1.3252709409999999,2.039837746,1425218.0,Jharkhand,CHATRA,NAGESHWAR GANJHU,BSP,Elephant,MALE,GENERAL,scholl level
0,0.0,43.0,16156581,450000.0,15855,4.0,15859,1.112742051,1.712716371,1425218.0,Jharkhand,CHATRA,NANDLAL PRASAD,IND,Sewing Machine,MALE,GENERAL,Graduate
0,0.0,66.0,6925000,100000.0,13090,0.0,13090,0.9184559840000001,1.4136740840000002,1425218.0,Jharkhand,CHATRA,JAIDULA ANSARI,IND,Scissors,MALE,GENERAL,scholl level
0,0.0,41.0,84976547,15244926.875,11148,76.0,11224,0.787528645,1.212152629,1425218.0,Jharkhand,CHATRA,RAJENDRA SAHU,IND,Truck,MALE,GENERAL,scholl level
1,1.0,52.0,116790616,0.0,447150,1761.0,448911,33.69443819,57.13102142,1332300.0,Tamil Nadu,CHENNAI CENTRAL,DAYANIDHI MARAN,DMK,Rising Sun,MALE,GENERAL,Graduate
0,0.0,41.0,219403654,15244926.875,146813,578.0,147391,11.06289875,18.7578348,1332300.0,Tamil Nadu,CHENNAI CENTRAL,SAM PAUL. S.R.,PMK,Mango,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,54.0,71905468,9490525.0,92047,202.0,92249,6.924041132,11.74014358,1332300.0,Tamil Nadu,CHENNAI CENTRAL,KAMEELA NASSER,MNM,Battery Torch,FEMALE,GENERAL,Post Graduate/Doctorate
0,0.0,31.0,17606805,10680758.0,30809,77.0,30886,2.318246641,3.930731766,1332300.0,Tamil Nadu,CHENNAI CENTRAL,Dr.KARTHIKEYAN. R,NTK,Ganna Kisan,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,48.0,2274313,0.0,23690,51.0,23741,1.7819560159999999,3.021417563,1332300.0,Tamil Nadu,CHENNAI CENTRAL,SHEIK MOHAMED @ DHEHLAN BAQAVI,SDPI,Gift Pack,MALE,GENERAL,Illiterate
1,0.0,49.0,219403654,15244926.875,589034,1952.0,590986,39.72531746,61.82308137,1487681.0,Tamil Nadu,CHENNAI NORTH,Dr. KALANIDHI VEERASWAMY,DMK,Rising Sun,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,65.0,45742218,2831960.0,129076,392.0,129468,8.702672145,13.54365535,1487681.0,Tamil Nadu,CHENNAI NORTH,ALAGAAPURAM R. MOHANRAJ,DMDK,Nagara,MALE,GENERAL,scholl level
0,0.0,62.0,41590000,12497000.0,102980,187.0,103167,6.934752812999999,10.79230614,1487681.0,Tamil Nadu,CHENNAI NORTH,A. G. MOURYA,MNM,Battery Torch,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,33.0,1157000,130000.0,60411,104.0,60515,4.067740328999999,6.330477827,1487681.0,Tamil Nadu,CHENNAI NORTH,KALIYAMMAL.P,NTK,Ganna Kisan,FEMALE,GENERAL,Graduate
0,0.0,44.0,14263825,0.0,33232,45.0,33277,2.236837064,3.481108992,1487681.0,Tamil Nadu,CHENNAI NORTH,P.SANTHANA KRISHNAN,IND,Gift Pack,MALE,GENERAL,scholl level
1,0.0,56.0,91793460,500000.0,563240,1632.0,564872,28.62237419,50.15106438,1973533.0,Tamil Nadu,CHENNAI SOUTH,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,DMK,Rising Sun,FEMALE,GENERAL,Post Graduate/Doctorate
0,0.0,31.0,32896587,9621000.0,302152,497.0,302649,15.335390900000002,26.87010417,1973533.0,Tamil Nadu,CHENNAI SOUTH,Dr.J.JAYAVARDHAN,AIADMK,Two Leaves,MALE,GENERAL,Graduate
0,0.0,40.0,22654934,689310.0,135334,131.0,135465,6.86408588,12.02699715,1973533.0,Tamil Nadu,CHENNAI SOUTH,R.RANGARAJAN,MNM,Battery Torch,MALE,GENERAL,Graduate
0,0.0,26.0,3466760,0.0,50156,66.0,50222,2.544776297,4.4588628130000005,1973533.0,Tamil Nadu,CHENNAI SOUTH,A.J.SHERINE,NTK,Ganna Kisan,FEMALE,GENERAL,Post Graduate/Doctorate
0,0.0,55.0,219403654,15244926.875,29482,40.0,29522,1.495895939,2.6210534819999998,1973533.0,Tamil Nadu,CHENNAI SOUTH,Dr.E.SUBAYA (A) ESAKKI SUBAYA,IND,Gift Pack,MALE,GENERAL,Post Graduate/Doctorate
1,0.0,54.0,219403654,15244926.875,527878,270.0,528148,21.61783823,40.5956043,2262904.625,Telangana,CHEVELLA,Dr. G. Ranjith Reddy,TRS,Car,MALE,GENERAL,Post Graduate/Doctorate
0,1.0,59.0,219403654,15244926.875,513180,651.0,513831,21.03182335,39.49514142,2262904.625,Telangana,CHEVELLA,Konda Vishweshwar Reddy,INC,Hand,MALE,GENERAL,Graduate
0,0.0,58.0,219403654,15244926.875,201664,296.0,201960,8.266505997000001,15.52346737,2262904.625,Telangana,CHEVELLA,B. Janardhan Reddy,BJP,Lotus,MALE,GENERAL,Illiterate
1,0.0,44.0,219403654,8791712.0,586551,754.0,587305,38.77156002,47.04167795,1514783.0,Madhya Pradesh,CHHINDWARA,NAKUL KAMAL NATH,INC,Hand,MALE,GENERAL,Graduate
0,0.0,57.0,9006200,236000.0,548845,924.0,549769,36.29358132,44.03513718,1514783.0,Madhya Pradesh,CHHINDWARA,NATHANSAHA KAWRETI,BJP,Lotus,MALE,ST,scholl level
0,2.0,56.0,6264000,2075000.0,35871,97.0,35968,2.374465518,2.880947842,1514783.0,Madhya Pradesh,CHHINDWARA,MANMOHAN SHAH BATTI,ABGP,Battery Torch,MALE,ST,Post Graduate/Doctorate
0,0.0,45.0,3361876,0.0,14262,13.0,14275,0.942379205,1.143392194,1514783.0,Madhya Pradesh,CHHINDWARA,GYANESHWAR GAJBHIYE,BSP,Elephant,MALE,SC,scholl level
1,0.0,47.0,8634660,0.0,761472,2973.0,764445,45.74083038,61.89562408,1671253.0,Gujarat,CHHOTA UDAIPUR,RATHVA GITABEN VAJESINGBHAI,BJP,Lotus,FEMALE,ST,scholl level
0,0.0,53.0,34721898,3769537.0,384059,2443.0,386502,23.12648055,31.29431483,1671253.0,Gujarat,CHHOTA UDAIPUR,RATHAVA RANJITSINH MOHANSINH,INC,Hand,MALE,ST,Graduate
0,0.0,48.0,880000,500000.0,14948,16.0,14964,0.895376104,1.2116059609999998,1671253.0,Gujarat,CHHOTA UDAIPUR,RATHVA FURKANBHAI BALAJIBHAI,BSP,Elephant,MALE,ST,scholl level
1,2.5,56.0,9244092,394248.0,498401,1828.0,500229,33.79418763,43.33774887,1480222.0,Tamil Nadu,CHIDAMBARAM,THIRUMAAVALAVAN THOL,VCK,Pot,MALE,SC,Post Graduate/Doctorate
0,0.0,46.0,27182370,5873380.0,495432,1578.0,497010,33.57672025,43.05886817,1480222.0,Tamil Nadu,CHIDAMBARAM,CHANDRASEKAR P,AIADMK,Two Leaves,MALE,SC,Post Graduate/Doctorate
0,0.0,55.0,14672869,5800000.0,62219,89.0,62308,4.209368595,5.398104582,1480222.0,Tamil Nadu,CHIDAMBARAM,ELAVARASAN A,IND,Gift Pack,MALE,SC,Post Graduate/Doctorate
0,0.0,35.0,0,0.0,37329,142.0,37471,2.531444608,3.2463307560000003,1480222.0,Tamil Nadu,CHIDAMBARAM,SIVAJOTHI M,NTK,Ganna Kisan,MALE,SC,Illiterate
0,0.0,49.0,2864000,500000.0,15260,74.0,15334,1.035925692,1.328473641,1480222.0,Tamil Nadu,CHIDAMBARAM,RAVI T,MNM,Battery Torch,MALE,SC,Illiterate
1,0.0,76.0,219403654,0.0,744475,1437.0,745912,41.23840379,53.74056097,1808780.0,Karnataka,CHIKKBALLAPUR,B.N.Bache Gowda,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,79.0,219403654,15244926.875,563396,406.0,563802,31.17029158,40.62012108,1808780.0,Karnataka,CHIKKBALLAPUR,M.Veerappa Moily,INC,Hand,MALE,GENERAL,Graduate
0,0.0,65.0,40844395,0.0,23418,28.0,23446,1.29623282,1.689208905,1808780.0,Karnataka,CHIKKBALLAPUR,Dr. C.S.Dwarakanath,BSP,Elephant,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,48.0,969310,0.0,18639,9.0,18648,1.030971152,1.343528434,1808780.0,Karnataka,CHIKKBALLAPUR,S.Varalakshmi,CPI(M),"Hammer, Sickle and Star",FEMALE,GENERAL,scholl level
1,0.0,55.0,219403654,15244926.875,641232,3718.25,645017,39.99966513,52.89266025,1612556.0,Karnataka,CHIKKODI,ANNASAHEB SHANKAR JOLLE,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,72.0,192138555,3881000.0,524871,1269.0,526140,32.62770409,43.14451288,1612556.0,Karnataka,CHIKKODI,PRAKASH BABANNA HUKKERI,INC,Hand,MALE,GENERAL,scholl level
0,0.0,49.0,186398,0.0,15508,67.0,15575,0.96585793,1.277180576,1612556.0,Karnataka,CHIKKODI,MACHENDRA DAVALU KADAPURE,BSP,Elephant,MALE,SC,scholl level
1,0.0,62.0,96197642,0.0,624200,1995.0,626195,35.56646956,50.23601972,1760633.0,Karnataka,CHITRADURGA,A NARAYANASWAMY,BJP,Lotus,MALE,SC,Graduate
0,0.0,64.0,48222730,0.0,545159,858.0,546017,31.01253924,43.80380038,1760633.0,Karnataka,CHITRADURGA,B N CHANDRAPPA,INC,Hand,MALE,SC,Post Graduate/Doctorate
1,0.0,68.0,17355862,1341542.0,681325,3718.25,686792,43.84247931,52.04408795,1566499.0,Andhra Pradesh,CHITTOOR,N. REDDEPPA,YSRCP,Ceiling Fan,MALE,SC,Post Graduate/Doctorate
0,0.0,67.0,69628816,0.0,545374,3718.25,549521,35.07956277,41.6418934,1566499.0,Andhra Pradesh,CHITTOOR,NARAMALLI SIVA PRASAD,TDP,Bicycle,MALE,SC,Graduate
0,0.0,60.0,12832000,0.0,24497,146.0,24643,1.573125805,1.8674103069999999,1566499.0,Andhra Pradesh,CHITTOOR,CHEEMALA. RANGAPPA,INC,Hand,MALE,SC,Graduate
0,2.5,45.0,30323800,15244926.875,19952,110.0,20062,1.280690253,1.5202688619999998,1566499.0,Andhra Pradesh,CHITTOOR,C. PUNYAMURTHY,BSP,Elephant,MALE,SC,Illiterate
1,0.0,43.0,19725115,100000.0,979946,2996.0,982942,48.75919621,67.35865839,2015911.0,Rajasthan,CHITTORGARH,Chandra Prakash Joshi,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,68.0,4594912,0.0,405681,1014.0,406695,20.17425372,27.86983319,2015911.0,Rajasthan,CHITTORGARH,Gopal Singh Shekhawat,INC,Hand,MALE,GENERAL,Graduate
1,0.0,42.0,36723865,15163379.0,786573,3718.25,792999,39.27479714,59.59387437,2019104.0,Rajasthan,CHURU,RAHUL KASWAN,BJP,Lotus,MALE,GENERAL,Graduate
0,2.5,58.0,219403654,15244926.875,457117,1480.0,458597,22.71289641,34.46356427,2019104.0,Rajasthan,CHURU,RAFIQUE MANDELIA,INC,Hand,MALE,GENERAL,scholl level
0,2.5,41.0,3668789,1415622.0,24892,198.0,25090,1.242630394,1.885513485,2019104.0,Rajasthan,CHURU,BALWAN POONIA,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Graduate
0,0.0,57.0,18103000,795000.0,16059,57.0,16116,0.798175825,1.21111739,2019104.0,Rajasthan,CHURU,HARI SINGH,BSP,Elephant,MALE,GENERAL,scholl level
1,1.0,68.0,20284430,3234168.0,567741,3409.0,571150,29.15661002,45.65806692,1958904.0,Tamil Nadu,COIMBATORE,NATARAJAN. P.R,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,scholl level
0,0.0,61.0,219403654,15244926.875,390823,1184.0,392007,20.01154727,31.33727014,1958904.0,Tamil Nadu,COIMBATORE,RADHAKRISHNAN. C.P,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,55.0,219403654,15244926.875,144808,296.0,145104,7.407407407000001,11.599699099999999,1958904.0,Tamil Nadu,COIMBATORE,MAHENDRAN. R,MNM,Battery Torch,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,36.0,855083,0.0,60391,128.0,60519,3.0894316410000005,4.837924455,1958904.0,Tamil Nadu,COIMBATORE,KALYANA SUNDARAM. S,NTK,Ganna Kisan,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,68.0,219403654,3555000.0,37989,72.0,38061,1.942974235,3.042618726,1958904.0,Tamil Nadu,COIMBATORE,APPATHURAI. N.R.,IND,Gift Pack,MALE,GENERAL,scholl level
1,2.5,33.0,9629810,0.0,728634,2960.0,731594,40.3259839,47.9593509,1814200.0,West Bengal,COOCH BEHAR,NISITH PRAMANIK,BJP,Lotus,MALE,SC,scholl level
0,0.0,66.0,41775148,4120964.0,676339,1024.0,677363,37.33673244,44.40425948,1814200.0,West Bengal,COOCH BEHAR,ADHIKARY PARESH CHANDRA,AITC,Flowers and Grass,MALE,SC,scholl level
0,2.0,61.0,4644800,400000.0,46648,162.0,46810,2.580200639,3.068610754,1814200.0,West Bengal,COOCH BEHAR,GOBINDA CHANDRA ROY,AIFB,Lion,MALE,SC,Post Graduate/Doctorate
0,0.0,38.0,7263933,547297.0,28087,128.0,28215,1.555230956,1.849622996,1814200.0,West Bengal,COOCH BEHAR,PIYA ROY CHOWDHURY,INC,Hand,FEMALE,SC,Post Graduate/Doctorate
1,0.0,48.0,219403654,15244926.875,519594,2566.0,522160,38.28045846,50.04504591,1364038.0,Tamil Nadu,CUDDALORE,T. R. V .S. RAMESH,DMK,Rising Sun,MALE,GENERAL,Graduate
0,1.0,69.0,219403654,1065600.0,376628,1549.0,378177,27.72481412,36.24537561,1364038.0,Tamil Nadu,CUDDALORE,Dr. R. GOVINDASAMY,PMK,Mango,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,49.0,10008914,1700000.0,44865,27.0,44892,3.291110658,4.302555157,1364038.0,Tamil Nadu,CUDDALORE,K. THANGAVEL,IND,Gift Pack,MALE,GENERAL,scholl level
0,0.0,40.0,640737,0.0,34565,127.0,34692,2.5433309040000003,3.3249631010000003,1364038.0,Tamil Nadu,CUDDALORE,R. CHITHRA,NTK,Ganna Kisan,FEMALE,GENERAL,Graduate
0,0.0,44.0,88267747,0.0,23612,101.0,23713,1.738441304,2.272709847,1364038.0,Tamil Nadu,CUDDALORE,V. ANNAMALAI,MNM,Battery Torch,MALE,GENERAL,Post Graduate/Doctorate
1,0.0,62.0,106894976,0.0,524117,475.0,524592,34.53544315,49.46839057,1518996.0,Odisha,CUTTACK,BHARTRUHARI MAHTAB,BJD,Conch,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,63.0,93102541,0.0,401959,1432.0,403391,26.5564228,38.03928299,1518996.0,Odisha,CUTTACK,PRAKASH MISHRA,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,1.0,67.0,8739577,152000.0,99742,105.0,99847,6.573223366000001,9.415451233999999,1518996.0,Odisha,CUTTACK,PANCHANAN KANUNGO,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
1,0.0,56.0,219403654,15244926.875,90399,22.0,90421,36.16420495,45.44134202,1090903.625,Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,DELKAR MOHANBHAI SANJIBHAI,IND,Batsman,MALE,ST,Graduate
0,2.5,46.0,219403654,15244926.875,81384,36.0,81420,32.56422255,40.91786274,1090903.625,Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,PATEL NATUBHAI GOMANBHAI,BJP,Lotus,MALE,ST,scholl level
0,1.0,40.0,5430633,0.0,8608,0.0,8608,3.442800635,4.325975958,1090903.625,Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,TOKIYA PRABHUBHAI,INC,Hand,MALE,ST,scholl level
0,0.0,35.0,46486347,12206998.0,4000,0.0,4000,1.599814422,2.010211876,1090903.625,Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,PATEL ANKITA AMRUTBHAI,SHS,Bow & Arrow,FEMALE,ST,Graduate
0,0.0,33.0,20095,0.0,3630,0.0,3630,1.4518315880000001,1.8242672780000002,1090903.625,Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,KURADA DEEPAKBHAI,IND,Throwing a Javelin,MALE,ST,Graduate
0,0.0,31.0,168959,84060.0,2287,0.0,2287,0.914693896,1.14933864,1090903.625,Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,DAYAT MANOJ RANCHOD,IND,Helicopter,MALE,ST,scholl level
1,0.0,52.0,27070480,0.0,558977,2783.0,561760,35.13329777,52.77759771,1598939.0,Gujarat,DAHOD,JASHVANTSINH SUMANBHAI BHABHOR,BJP,Lotus,MALE,ST,Graduate
0,1.0,58.0,48020539,2490502.0,431312,2852.0,434164,27.153256,40.789897700000004,1598939.0,Gujarat,DAHOD,KATARA BABUBHAI KHIMABHAI,INC,Hand,MALE,ST,Graduate
0,0.0,64.0,71845,0.0,11329,10.0,11339,0.70915776,1.06530401,1598939.0,Gujarat,DAHOD,BHABHOR DHULABHAI DITABHAI,BSP,Elephant,MALE,ST,scholl level
0,0.0,51.0,0,0.0,11135,7.0,11142,0.69683709,1.046795773,1598939.0,Gujarat,DAHOD,DEVDHA SAMSUBHAI KHATARABHAI,IND,Boat with Man and Sail,MALE,ST,Graduate
1,2.5,52.0,14678300,4450945.0,772754,1531.0,774285,44.88671147,57.5528098,1724976.0,Karnataka,DAKSHINA KANNADA,NALIN KUMAR KATEEL,BJP,Lotus,MALE,GENERAL,scholl level
0,1.0,34.0,32963608,14804098.0,499387,277.0,499664,28.966432,37.14015789,1724976.0,Karnataka,DAKSHINA KANNADA,MITHUN M RAI,INC,Hand,MALE,GENERAL,Graduate
0,1.0,57.0,501640,0.0,46834,5.0,46839,2.7153421260000004,3.481555316,1724976.0,Karnataka,DAKSHINA KANNADA,MOHAMMED ELIYAS,SDPI,Gas Cylinder,MALE,GENERAL,scholl level
1,0.0,63.0,213993750,9969514.0,37586,11.0,37597,30.88302941,42.98126279,1090903.625,Daman & Diu,DAMAN & DIU,LALUBHAI BABUBHAI PATEL,BJP,Lotus,MALE,GENERAL,scholl level
0,2.5,44.0,173222574,15244926.875,27643,12.0,27655,22.71644488,31.61546992,1090903.625,Daman & Diu,DAMAN & DIU,KETAN DAHYABHAI PATEL,INC,Hand,MALE,GENERAL,Illiterate
0,2.5,42.0,2698150,0.0,19935,3.0,19938,16.37752587,22.79331908,1090903.625,Daman & Diu,DAMAN & DIU,PATEL UMESHBHAI BABUBHAI,IND,SHIP,MALE,GENERAL,Graduate
1,0.0,59.0,43292483,4230614.0,704221,303.0,704524,39.83113756,60.50506482,1768777.0,Madhya Pradesh,DAMOH,PRAHALAD SINGH PATEL,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,57.0,23844753,120000.0,351016,97.0,351113,19.85060864,30.1538554,1768777.0,Madhya Pradesh,DAMOH,PRATAP SINGH,INC,Hand,MALE,GENERAL,scholl level
0,0.0,34.0,2188000,0.0,45822,26.0,45848,2.5920735059999997,3.937461622,1768777.0,Madhya Pradesh,DAMOH,"JITTU KHARE ""BADAL""",BSP,Elephant,MALE,GENERAL,scholl level
1,0.0,49.0,19301808,1039660.0,585013,1655.0,586668,35.45226615,60.76249858,1654811.0,Bihar,DARBHANGA,Gopal Jee Thakur,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,67.0,21127716,911152.0,317485,1204.0,318689,19.25833222,33.00732255,1654811.0,Bihar,DARBHANGA,Abdul Bari Siddiqui,RJD,Hurricane Lamp,MALE,GENERAL,scholl level
0,0.0,58.0,574658,0.0,13768,6.0,13774,0.832360916,1.426603557,1654811.0,Bihar,DARBHANGA,SAGUNI RAY,IND,Cup & Saucer,MALE,GENERAL,scholl level
0,1.0,64.0,7761074,120000.0,11243,12.0,11255,0.680138094,1.165705171,1654811.0,Bihar,DARBHANGA,MD. MUKHTAR,BSP,Elephant,MALE,GENERAL,scholl level
1,0.0,33.0,151106062,15244926.875,744657,3718.25,750067,46.549934,59.07593021,1611317.0,West Bengal,DARJEELING,RAJU BISTA,BJP,Lotus,MALE,GENERAL,Graduate
0,2.0,71.0,17051116,120000.0,335793,831.0,336624,20.89123369,26.51279943,1611317.0,West Bengal,DARJEELING,AMAR SINGH RAI,AITC,Flowers and Grass,MALE,GENERAL,Post Graduate/Doctorate
0,2.0,65.0,36563205,0.0,64744,442.0,65186,4.045510598,5.134106135,1611317.0,West Bengal,DARJEELING,Sankar Malakar,INC,Hand,MALE,SC,Graduate
0,2.5,46.0,2994408,0.0,50446,78.0,50524,3.1355717089999997,3.979314245,1611317.0,West Bengal,DARJEELING,SAMAN PATHAK,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Graduate
0,0.0,49.0,3775000,0.0,15972,1.0,15973,0.991300905,1.258047392,1611317.0,West Bengal,DARJEELING,RAJESH SINGH,IND,Pen Nib with Seven Rays,MALE,GENERAL,scholl level
1,0.0,71.0,143742564,5825431.0,545481,3252.0,548733,31.71337274,51.56886995,1730289.0,Rajasthan,DAUSA,Jaskaur Meena,BJP,Lotus,FEMALE,ST,Post Graduate/Doctorate
0,0.0,54.0,111123791,1432480.0,467458,2831.0,470289,27.17979482,44.19685399,1730289.0,Rajasthan,DAUSA,Savita Meena,INC,Hand,FEMALE,ST,scholl level
0,0.0,36.0,1000,0.0,13363,51.0,13414,0.775246216,1.260621872,1730289.0,Rajasthan,DAUSA,Dwarka Prasad Maheshwara,BSP,Elephant,MALE,ST,Post Graduate/Doctorate
1,0.0,67.0,219403654,14670809.0,651353,1643.0,652996,39.98594054,54.63373005,1633064.0,Karnataka,DAVANAGERE,G M SIDDESHWAR,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,51.0,30895000,1412482.0,482683,611.0,483294,29.59430861,40.43539919,1633064.0,Karnataka,DAVANAGERE,H B MANJAPPA,INC,Hand,MALE,GENERAL,scholl level
1,1.0,69.0,29451678,9310684.0,577617,3027.0,580644,33.10031097,57.17273404,1754195.0,Uttar Pradesh,DEORIA,RAMAPATI RAM TRIPATHI,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,56.0,0,0.0,327728,2985.0,330713,18.85269312,32.56344058,1754195.0,Uttar Pradesh,DEORIA,BINOD KUMAR JAISWAL,BSP,Elephant,MALE,GENERAL,Illiterate
0,0.0,57.0,0,0.0,50749,307.0,51056,2.910508809,5.027195853,1754195.0,Uttar Pradesh,DEORIA,NIYAZ AHMED,INC,Hand,MALE,GENERAL,Illiterate
1,0.0,35.0,3812464,1832631.0,860708,1721.0,862429,48.98764728,61.61545078,1760503.0,Madhya Pradesh,DEWAS,MAHENDRA SINGH SOLANKY,BJP,Lotus,MALE,SC,Graduate
0,0.0,65.0,12898376,810000.0,489757,423.0,490180,27.84317891,35.02046159,1760503.0,Madhya Pradesh,DEWAS,PRAHLAD SINGH TIPANYA,INC,Hand,MALE,SC,Post Graduate/Doctorate
0,0.0,43.0,7165222,402000.0,18307,31.0,18338,1.041634124,1.310141631,1760503.0,Madhya Pradesh,DEWAS,"BADRILAL ""AKELA""",BSP,Elephant,MALE,SC,Post Graduate/Doctorate
1,0.0,69.0,27286918,0.0,824704,2530.0,827234,39.91220833,66.00631151,2072634.0,Jharkhand,DHANBAD,PASHUPATI NATH SINGH,BJP,Lotus,MALE,GENERAL,Graduate
0,2.5,58.0,84026755,5147300.0,340141,899.0,341040,16.45442466,27.21212194,2072634.0,Jharkhand,DHANBAD,KIRTI AZAD,INC,Hand,MALE,GENERAL,Graduate
1,1.0,65.0,23198238,2471613.0,721025,1122.0,722147,40.43034435,53.72422023,1786151.0,Madhya Pradesh,DHAR,CHATTARSINGH DARBAR,BJP,Lotus,MALE,ST,Post Graduate/Doctorate
0,0.0,38.0,53425064,4484036.0,565687,431.0,566118,31.69485671,42.11642243,1786151.0,Madhya Pradesh,DHAR,GIRWAL DINESH,INC,Hand,MALE,ST,Graduate
0,0.0,61.0,11919939,1400000.0,13805,22.0,13827,0.7741226809999999,1.028661468,1786151.0,Madhya Pradesh,DHAR,GULSINGH RAMSINGH KAWACHE,BSP,Elephant,MALE,ST,Post Graduate/Doctorate
1,1.0,41.0,48477451,6053502.0,568310,3718.25,574988,38.69877857,46.95830424,1485804.0,Tamil Nadu,DHARMAPURI,DNV SENTHILKUMAR. S.,DMK,Rising Sun,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,50.0,219403654,15244926.875,501013,3222.0,504235,33.93684497,41.18002556,1485804.0,Tamil Nadu,DHARMAPURI,ANBUMANI RAMADOSS,PMK,Mango,MALE,GENERAL,Graduate
0,2.5,57.0,48079072,5306342.0,53155,500.0,53655,3.6111761710000003,4.381913733999999,1485804.0,Tamil Nadu,DHARMAPURI,PALANIAPPAN. P.,IND,Gift Pack,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,30.0,1378000,0.0,19483,191.0,19674,1.3241315809999998,1.606742537,1485804.0,Tamil Nadu,DHARMAPURI,RUKMANIDEVI. R.,NTK,Ganna Kisan,FEMALE,GENERAL,Post Graduate/Doctorate
0,1.0,43.0,16426500,5394587.0,15481,133.0,15614,1.050878851,1.275169156,1485804.0,Tamil Nadu,DHARMAPURI,RAJASEKAR. D.,MNM,Battery Torch,MALE,GENERAL,Post Graduate/Doctorate
1,1.0,56.0,111384447,15244926.875,682557,2280.0,684837,39.64757939,56.4052027,1727311.0,Karnataka,DHARWAD,Pralhad Joshi,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,52.0,197860927,0.0,479119,646.0,479765,27.77525298,39.51486569,1727311.0,Karnataka,DHARWAD,Vinay Kulkarni,INC,Hand,MALE,GENERAL,scholl level
1,2.5,45.0,24735488,7095916.0,512582,323.0,512905,31.18581555,48.20748661,1644674.0,Uttar Pradesh,DHAURAHRA,REKHA VERMA,BJP,Lotus,FEMALE,GENERAL,scholl level
0,2.5,63.0,219403654,15244926.875,352093,201.0,352294,21.42029363,33.11180099,1644674.0,Uttar Pradesh,DHAURAHRA,ARSHAD ILIYAS SIDDIQUI,BSP,Elephant,MALE,GENERAL,scholl level
0,0.0,42.0,121801005,0.0,162727,129.0,162856,9.902023137,15.30669118,1644674.0,Uttar Pradesh,DHAURAHRA,KUNWAR JITIN PRASADA,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
1,1.0,58.0,14529286,0.0,521954,930.0,522884,34.75691022,46.14172269,1504403.0,Odisha,DHENKANAL,MAHESH SAHOO,BJD,Conch,MALE,SC,scholl level
0,2.5,59.0,3628704,0.0,483978,3494.0,487472,32.40301967,43.01680267,1504403.0,Odisha,DHENKANAL,RUDRA NARAYAN PANY,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,77.0,154100240,0.0,79987,362.0,80349,5.340922612,7.090370478,1504403.0,Odisha,DHENKANAL,RAJA KAMAKHYA PRASAD SINGH DEO,INC,Hand,MALE,GENERAL,scholl level
1,2.5,63.0,219403654,10159381.0,718131,633.0,718764,38.67304147,42.65514896,1858566.0,Assam,DHUBRI,BADRUDDIN AJMAL,AIUDF,Lock and Key,MALE,GENERAL,Post Graduate/Doctorate
0,1.0,52.0,37395652,2210543.0,492086,420.0,492506,26.49924727,29.22783667,1858566.0,Assam,DHUBRI,ABU TAHER BEPARI,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,50.0,12133685,1391293.0,398770,963.0,399733,21.50760317,23.72221016,1858566.0,Assam,DHUBRI,ZABED ISLAM,AGP,Elephant,MALE,GENERAL,Graduate
